ClientKey,ClientVoornamen,ClientTussenvoegsel,ClientAchternaam,GeboorteJaar,ClientGeslacht,NotaRegelBedrag,NotaJaar,NotaKwartaal,NotaMaand,BuurtCode,BuurtNaam
26,Jikke,,Lake,2008,Jongen,669.71,2020,Qtr 2,March,BU08260102,Buitengebied Dorst-Zuid
27,Lotte,de,Lake,2009,Jongen,1181.94,2020,Qtr 1,July,BU08261307,Vogelbuurt
27,Lotte,de,Lake,2009,Jongen,2445.98,2020,Qtr 4,February,BU08260300,Dorst
27,Lotte,de,Lake,2009,Jongen,93.89,2021,Qtr 2,April,BU08260102,Slotjes-West
27,Lotte,de,Lake,2009,Jongen,353.36,2020,Qtr 3,September,BU08260102,Dorst
27,Lotte,de,Lake,2009,Jongen,343.67,2021,Qtr 4,May,BU08261307,Sterrenbuurt
27,Lotte,de,Lake,2009,Jongen,856.69,2020,Qtr 4,April,BU08260601,Buitengebied Dorst-Zuid
27,Lotte,de,Lake,2009,Jongen,1500.3,2019,Qtr 3,November,BU08261300,Dorst
27,Lotte,de,Lake,2009,Jongen,1704.31,2021,Qtr 2,February,BU08260601,Slotjes-West
27,Lotte,de,Lake,2009,Jongen,1672.16,2021,Qtr 1,January,BU08260601,Sterrenbuurt
27,Lotte,de,Lake,2009,Jongen,635.95,2021,Qtr 1,January,BU08261300,Vogelbuurt
27,Lotte,de,Lake,2009,Jongen,1469.4,2019,Qtr 2,December,BU08260300,Buitengebied Dorst-Zuid
27,Lotte,de,Lake,2009,Jongen,941.46,2019,Qtr 1,June,BU08261307,Vogelbuurt
27,Lotte,de,Lake,2009,Jongen,746.18,2019,Qtr 2,November,BU08261300,Buitengebied Dorst-Zuid
27,Lotte,de,Lake,2009,Jongen,2206.49,2020,Qtr 3,January,BU08261300,Slotjes-West
27,Lotte,de,Lake,2009,Jongen,1715.52,2019,Qtr 3,March,BU08260102,Slotjes-West
27,Lotte,de,Lake,2009,Jongen,1454.62,2020,Qtr 4,December,BU08260102,Vogelbuurt
27,Lotte,de,Lake,2009,Jongen,966.71,2020,Qtr 4,April,BU08261300,Vogelbuurt
27,Lotte,de,Lake,2009,Jongen,55.1,2021,Qtr 4,November,BU08261307,Sterrenbuurt
27,Lotte,de,Lake,2009,Jongen,637.97,2021,Qtr 3,November,BU08261300,Dorst
27,Lotte,de,Lake,2009,Jongen,821.37,2020,Qtr 2,February,BU08260300,Sterrenbuurt
28,Sanne,der,Smit,2012,Meisje,775.96,2021,Qtr 3,July,BU08261307,Buitengebied Dorst-Zuid
28,Sanne,der,Smit,2012,Meisje,2006.46,2020,Qtr 3,October,BU08260601,Vogelbuurt
28,Sanne,der,Smit,2012,Meisje,1468.67,2020,Qtr 4,September,BU08260601,Buitengebied Dorst-Zuid
28,Sanne,der,Smit,2012,Meisje,460.65,2018,Qtr 3,July,BU08261300,Dorst
28,Sanne,der,Smit,2012,Meisje,1696.31,2019,Qtr 3,September,BU08260300,Vogelbuurt
28,Sanne,der,Smit,2012,Meisje,2069.27,2021,Qtr 2,October,BU08261307,Dorst
28,Sanne,der,Smit,2012,Meisje,2259.96,2018,Qtr 3,June,BU08260601,Slotjes-West
28,Sanne,der,Smit,2012,Meisje,1913.39,2019,Qtr 2,November,BU08260601,Buitengebied Dorst-Zuid
28,Sanne,der,Smit,2012,Meisje,2112.61,2019,Qtr 2,November,BU08260102,Buitengebied Dorst-Zuid
28,Sanne,der,Smit,2012,Meisje,1188.42,2021,Qtr 1,March,BU08260300,Sterrenbuurt
28,Sanne,der,Smit,2012,Meisje,1830.9,2019,Qtr 3,May,BU08261307,Slotjes-West
28,Sanne,der,Smit,2012,Meisje,595.61,2020,Qtr 4,April,BU08261307,Sterrenbuurt
28,Sanne,der,Smit,2012,Meisje,559.73,2020,Qtr 1,January,BU08260102,Dorst
28,Sanne,der,Smit,2012,Meisje,2436.72,2021,Qtr 2,February,BU08261307,Sterrenbuurt
28,Sanne,der,Smit,2012,Meisje,1672.96,2019,Qtr 2,February,BU08260601,Slotjes-West
28,Sanne,der,Smit,2012,Meisje,2222.52,2021,Qtr 2,April,BU08260601,Dorst
28,Sanne,der,Smit,2012,Meisje,648.53,2021,Qtr 4,August,BU08260102,Slotjes-West
28,Sanne,der,Smit,2012,Meisje,1986.49,2018,Qtr 2,May,BU08260300,Sterrenbuurt
28,Sanne,der,Smit,2012,Meisje,2055.81,2021,Qtr 3,June,BU08260601,Slotjes-West
28,Sanne,der,Smit,2012,Meisje,964.48,2018,Qtr 4,April,BU08260102,Vogelbuurt
29,Lorena,de,Bosman,2005,Jongen,1429.51,2018,Qtr 1,August,BU08260102,Slotjes-West
29,Lorena,de,Bosman,2005,Jongen,2128.71,2020,Qtr 2,December,BU08260102,Sterrenbuurt
29,Lorena,de,Bosman,2005,Jongen,38.79,2021,Qtr 4,June,BU08260300,Vogelbuurt
29,Lorena,de,Bosman,2005,Jongen,1170.83,2020,Qtr 2,May,BU08261307,Vogelbuurt
29,Lorena,de,Bosman,2005,Jongen,621.9,2021,Qtr 3,November,BU08261300,Sterrenbuurt
29,Lorena,de,Bosman,2005,Jongen,698.63,2020,Qtr 4,March,BU08261300,Dorst
29,Lorena,de,Bosman,2005,Jongen,2144.86,2019,Qtr 2,June,BU08261307,Sterrenbuurt
29,Lorena,de,Bosman,2005,Jongen,606.3,2020,Qtr 1,June,BU08260102,Sterrenbuurt
29,Lorena,de,Bosman,2005,Jongen,89.37,2020,Qtr 1,September,BU08260102,Vogelbuurt
29,Lorena,de,Bosman,2005,Jongen,995.83,2018,Qtr 3,June,BU08260601,Slotjes-West
29,Lorena,de,Bosman,2005,Jongen,1685.66,2019,Qtr 4,January,BU08260102,Buitengebied Dorst-Zuid
29,Lorena,de,Bosman,2005,Jongen,2237.49,2018,Qtr 3,December,BU08260300,Vogelbuurt
29,Lorena,de,Bosman,2005,Jongen,417.43,2020,Qtr 3,July,BU08261307,Slotjes-West
29,Lorena,de,Bosman,2005,Jongen,1592.95,2020,Qtr 2,February,BU08260300,Dorst
29,Lorena,de,Bosman,2005,Jongen,648.44,2020,Qtr 1,June,BU08261307,Sterrenbuurt
29,Lorena,de,Bosman,2005,Jongen,1052.33,2018,Qtr 2,February,BU08261300,Buitengebied Dorst-Zuid
29,Lorena,de,Bosman,2005,Jongen,1239.95,2019,Qtr 4,June,BU08261300,Vogelbuurt
29,Lorena,de,Bosman,2005,Jongen,685.43,2020,Qtr 2,July,BU08260300,Dorst
29,Lorena,de,Bosman,2005,Jongen,274.33,2020,Qtr 1,May,BU08260601,Dorst
29,Lorena,de,Bosman,2005,Jongen,865.37,2018,Qtr 4,September,BU08260102,Sterrenbuurt
30,Maroua,van,Backer,2005,Meisje,498.94,2021,Qtr 2,May,BU08261307,Dorst
30,Maroua,van,Backer,2005,Meisje,303.2,2018,Qtr 4,February,BU08261300,Slotjes-West
30,Maroua,van,Backer,2005,Meisje,170.06,2020,Qtr 2,June,BU08261307,Dorst
30,Maroua,van,Backer,2005,Meisje,1492.32,2019,Qtr 1,March,BU08260300,Slotjes-West
30,Maroua,van,Backer,2005,Meisje,927.35,2018,Qtr 2,November,BU08260102,Sterrenbuurt
30,Maroua,van,Backer,2005,Meisje,1490.06,2019,Qtr 1,February,BU08260601,Vogelbuurt
30,Maroua,van,Backer,2005,Meisje,551.52,2020,Qtr 3,July,BU08260300,Dorst
30,Maroua,van,Backer,2005,Meisje,1630.83,2018,Qtr 3,July,BU08260601,Buitengebied Dorst-Zuid
30,Maroua,van,Backer,2005,Meisje,21.99,2019,Qtr 3,October,BU08260102,Vogelbuurt
30,Maroua,van,Backer,2005,Meisje,1213.61,2019,Qtr 2,January,BU08261300,Buitengebied Dorst-Zuid
30,Maroua,van,Backer,2005,Meisje,1420.55,2018,Qtr 3,March,BU08261300,Vogelbuurt
30,Maroua,van,Backer,2005,Meisje,1987.55,2020,Qtr 2,September,BU08260300,Vogelbuurt
30,Maroua,van,Backer,2005,Meisje,776.05,2020,Qtr 3,November,BU08260601,Vogelbuurt
30,Maroua,van,Backer,2005,Meisje,103.7,2018,Qtr 1,March,BU08260102,Slotjes-West
30,Maroua,van,Backer,2005,Meisje,603.54,2021,Qtr 1,February,BU08260300,Buitengebied Dorst-Zuid
30,Maroua,van,Backer,2005,Meisje,345.26,2019,Qtr 2,August,BU08260300,Vogelbuurt
30,Maroua,van,Backer,2005,Meisje,1726.27,2020,Qtr 1,June,BU08260300,Vogelbuurt
30,Maroua,van,Backer,2005,Meisje,1792.2,2018,Qtr 1,November,BU08261300,Buitengebied Dorst-Zuid
30,Maroua,van,Backer,2005,Meisje,1138.77,2020,Qtr 1,August,BU08260601,Vogelbuurt
30,Maroua,van,Backer,2005,Meisje,2479.11,2019,Qtr 2,July,BU08261300,Sterrenbuurt
31,Jikke,,Wilgenburg,2005,Jongen,758.96,2021,Qtr 1,December,BU08261300,Buitengebied Dorst-Zuid
31,Jikke,,Wilgenburg,2005,Jongen,918.76,2021,Qtr 4,December,BU08261307,Slotjes-West
31,Jikke,,Wilgenburg,2005,Jongen,79.3,2020,Qtr 2,December,BU08260300,Vogelbuurt
31,Jikke,,Wilgenburg,2005,Jongen,1396.87,2020,Qtr 1,April,BU08261300,Dorst
31,Jikke,,Wilgenburg,2005,Jongen,1066.13,2018,Qtr 2,May,BU08260102,Slotjes-West
31,Jikke,,Wilgenburg,2005,Jongen,477.6,2021,Qtr 3,December,BU08260300,Dorst
31,Jikke,,Wilgenburg,2005,Jongen,2229.53,2020,Qtr 2,April,BU08260300,Sterrenbuurt
31,Jikke,,Wilgenburg,2005,Jongen,237.76,2021,Qtr 1,November,BU08261300,Vogelbuurt
31,Jikke,,Wilgenburg,2005,Jongen,2468.59,2019,Qtr 2,August,BU08260300,Vogelbuurt
31,Jikke,,Wilgenburg,2005,Jongen,25.95,2018,Qtr 1,March,BU08260300,Sterrenbuurt
31,Jikke,,Wilgenburg,2005,Jongen,680.0,2018,Qtr 4,March,BU08261307,Sterrenbuurt
31,Jikke,,Wilgenburg,2005,Jongen,2115.77,2019,Qtr 4,May,BU08261300,Slotjes-West
31,Jikke,,Wilgenburg,2005,Jongen,241.55,2020,Qtr 1,August,BU08260102,Dorst
31,Jikke,,Wilgenburg,2005,Jongen,2304.82,2019,Qtr 3,December,BU08261300,Dorst
31,Jikke,,Wilgenburg,2005,Jongen,1321.44,2018,Qtr 3,December,BU08260601,Vogelbuurt
31,Jikke,,Wilgenburg,2005,Jongen,928.38,2021,Qtr 4,July,BU08260102,Buitengebied Dorst-Zuid
31,Jikke,,Wilgenburg,2005,Jongen,1356.76,2021,Qtr 1,January,BU08260300,Buitengebied Dorst-Zuid
31,Jikke,,Wilgenburg,2005,Jongen,2087.27,2020,Qtr 1,September,BU08261300,Sterrenbuurt
31,Jikke,,Wilgenburg,2005,Jongen,706.07,2020,Qtr 3,September,BU08260300,Slotjes-West
31,Jikke,,Wilgenburg,2005,Jongen,2268.18,2018,Qtr 2,July,BU08261300,Vogelbuurt
32,Bader,,Backer,2013,Jongen,1398.44,2020,Qtr 2,September,BU08260102,Buitengebied Dorst-Zuid
32,Bader,,Backer,2013,Jongen,600.88,2021,Qtr 4,November,BU08261307,Vogelbuurt
32,Bader,,Backer,2013,Jongen,1089.92,2019,Qtr 4,December,BU08260102,Vogelbuurt
32,Bader,,Backer,2013,Jongen,56.65,2021,Qtr 3,October,BU08260102,Sterrenbuurt
32,Bader,,Backer,2013,Jongen,967.85,2018,Qtr 4,May,BU08261307,Sterrenbuurt
32,Bader,,Backer,2013,Jongen,1905.29,2019,Qtr 1,June,BU08261300,Slotjes-West
32,Bader,,Backer,2013,Jongen,855.78,2020,Qtr 1,March,BU08261300,Slotjes-West
32,Bader,,Backer,2013,Jongen,841.65,2021,Qtr 3,April,BU08261307,Slotjes-West
32,Bader,,Backer,2013,Jongen,1044.66,2019,Qtr 3,October,BU08260300,Slotjes-West
32,Bader,,Backer,2013,Jongen,2144.93,2018,Qtr 1,May,BU08261300,Slotjes-West
32,Bader,,Backer,2013,Jongen,102.19,2018,Qtr 3,August,BU08260102,Buitengebied Dorst-Zuid
32,Bader,,Backer,2013,Jongen,779.88,2018,Qtr 2,October,BU08260300,Dorst
32,Bader,,Backer,2013,Jongen,728.84,2020,Qtr 4,October,BU08260300,Sterrenbuurt
32,Bader,,Backer,2013,Jongen,1428.54,2018,Qtr 1,March,BU08261300,Buitengebied Dorst-Zuid
32,Bader,,Backer,2013,Jongen,1245.28,2020,Qtr 1,January,BU08261300,Vogelbuurt
32,Bader,,Backer,2013,Jongen,2107.58,2018,Qtr 3,May,BU08260601,Dorst
32,Bader,,Backer,2013,Jongen,597.44,2021,Qtr 4,November,BU08260601,Vogelbuurt
32,Bader,,Backer,2013,Jongen,545.55,2019,Qtr 4,May,BU08260102,Vogelbuurt
32,Bader,,Backer,2013,Jongen,1194.25,2019,Qtr 1,December,BU08260300,Vogelbuurt
32,Bader,,Backer,2013,Jongen,2423.25,2018,Qtr 4,May,BU08260300,Dorst
33,Maud,de,Bosveld,2005,Meisje,1776.8,2021,Qtr 4,February,BU08260601,Slotjes-West
33,Maud,de,Bosveld,2005,Meisje,1145.21,2021,Qtr 1,September,BU08260300,Buitengebied Dorst-Zuid
33,Maud,de,Bosveld,2005,Meisje,389.64,2019,Qtr 1,November,BU08260102,Slotjes-West
33,Maud,de,Bosveld,2005,Meisje,81.64,2021,Qtr 4,April,BU08261307,Buitengebied Dorst-Zuid
33,Maud,de,Bosveld,2005,Meisje,1142.32,2019,Qtr 2,January,BU08260102,Vogelbuurt
33,Maud,de,Bosveld,2005,Meisje,1410.43,2018,Qtr 4,March,BU08261307,Vogelbuurt
33,Maud,de,Bosveld,2005,Meisje,180.45,2018,Qtr 2,October,BU08261300,Buitengebied Dorst-Zuid
33,Maud,de,Bosveld,2005,Meisje,2259.68,2018,Qtr 3,April,BU08261300,Slotjes-West
33,Maud,de,Bosveld,2005,Meisje,373.87,2020,Qtr 4,November,BU08261300,Dorst
33,Maud,de,Bosveld,2005,Meisje,1563.12,2020,Qtr 1,June,BU08261300,Sterrenbuurt
33,Maud,de,Bosveld,2005,Meisje,1367.27,2020,Qtr 1,August,BU08261307,Vogelbuurt
33,Maud,de,Bosveld,2005,Meisje,1627.83,2018,Qtr 4,July,BU08260102,Dorst
33,Maud,de,Bosveld,2005,Meisje,1518.38,2018,Qtr 1,December,BU08260300,Buitengebied Dorst-Zuid
33,Maud,de,Bosveld,2005,Meisje,2342.01,2018,Qtr 3,October,BU08260300,Sterrenbuurt
33,Maud,de,Bosveld,2005,Meisje,1450.37,2020,Qtr 2,June,BU08260601,Buitengebied Dorst-Zuid
33,Maud,de,Bosveld,2005,Meisje,218.05,2021,Qtr 4,October,BU08260300,Dorst
33,Maud,de,Bosveld,2005,Meisje,2324.73,2018,Qtr 1,December,BU08260102,Sterrenbuurt
33,Maud,de,Bosveld,2005,Meisje,2396.82,2021,Qtr 2,August,BU08260300,Buitengebied Dorst-Zuid
33,Maud,de,Bosveld,2005,Meisje,370.56,2019,Qtr 4,October,BU08261300,Sterrenbuurt
33,Maud,de,Bosveld,2005,Meisje,2078.62,2018,Qtr 4,January,BU08261300,Sterrenbuurt
34,Sem,van,Smit,2006,Meisje,2200.86,2018,Qtr 4,December,BU08261307,Vogelbuurt
34,Sem,van,Smit,2006,Meisje,1962.76,2021,Qtr 4,April,BU08261300,Buitengebied Dorst-Zuid
34,Sem,van,Smit,2006,Meisje,2001.4,2019,Qtr 1,February,BU08261300,Sterrenbuurt
34,Sem,van,Smit,2006,Meisje,2406.3,2020,Qtr 4,January,BU08261300,Vogelbuurt
34,Sem,van,Smit,2006,Meisje,1665.21,2020,Qtr 1,January,BU08260601,Dorst
34,Sem,van,Smit,2006,Meisje,199.52,2021,Qtr 3,July,BU08260601,Sterrenbuurt
34,Sem,van,Smit,2006,Meisje,471.75,2018,Qtr 4,March,BU08261300,Sterrenbuurt
34,Sem,van,Smit,2006,Meisje,935.86,2018,Qtr 1,December,BU08260102,Dorst
34,Sem,van,Smit,2006,Meisje,1526.43,2021,Qtr 2,October,BU08260300,Dorst
34,Sem,van,Smit,2006,Meisje,397.7,2019,Qtr 1,August,BU08260300,Vogelbuurt
34,Sem,van,Smit,2006,Meisje,254.33,2020,Qtr 4,May,BU08260601,Dorst
34,Sem,van,Smit,2006,Meisje,2117.39,2018,Qtr 3,March,BU08260102,Vogelbuurt
34,Sem,van,Smit,2006,Meisje,1190.61,2020,Qtr 2,December,BU08260300,Buitengebied Dorst-Zuid
34,Sem,van,Smit,2006,Meisje,2126.79,2021,Qtr 1,June,BU08260601,Buitengebied Dorst-Zuid
34,Sem,van,Smit,2006,Meisje,1785.24,2018,Qtr 1,November,BU08260102,Slotjes-West
34,Sem,van,Smit,2006,Meisje,1177.41,2019,Qtr 3,April,BU08261300,Buitengebied Dorst-Zuid
34,Sem,van,Smit,2006,Meisje,924.22,2020,Qtr 2,January,BU08260300,Slotjes-West
34,Sem,van,Smit,2006,Meisje,1725.14,2020,Qtr 3,September,BU08260102,Slotjes-West
34,Sem,van,Smit,2006,Meisje,1759.71,2018,Qtr 3,April,BU08261300,Slotjes-West
34,Sem,van,Smit,2006,Meisje,672.16,2019,Qtr 2,April,BU08261300,Vogelbuurt
35,Maud,de,Smit,2008,Meisje,1415.96,2020,Qtr 1,September,BU08260102,Dorst
35,Maud,de,Smit,2008,Meisje,2005.38,2021,Qtr 3,September,BU08260601,Vogelbuurt
35,Maud,de,Smit,2008,Meisje,2188.34,2019,Qtr 3,May,BU08261307,Vogelbuurt
35,Maud,de,Smit,2008,Meisje,860.47,2019,Qtr 3,January,BU08260300,Slotjes-West
35,Maud,de,Smit,2008,Meisje,830.44,2019,Qtr 3,April,BU08260102,Sterrenbuurt
35,Maud,de,Smit,2008,Meisje,2418.46,2019,Qtr 2,December,BU08260300,Dorst
35,Maud,de,Smit,2008,Meisje,2192.1,2020,Qtr 1,September,BU08261307,Buitengebied Dorst-Zuid
35,Maud,de,Smit,2008,Meisje,499.69,2021,Qtr 1,May,BU08260300,Slotjes-West
35,Maud,de,Smit,2008,Meisje,196.97,2019,Qtr 1,March,BU08260102,Sterrenbuurt
35,Maud,de,Smit,2008,Meisje,260.98,2018,Qtr 1,August,BU08260601,Slotjes-West
35,Maud,de,Smit,2008,Meisje,744.29,2020,Qtr 2,February,BU08260102,Dorst
35,Maud,de,Smit,2008,Meisje,452.55,2021,Qtr 1,February,BU08260300,Dorst
35,Maud,de,Smit,2008,Meisje,21.48,2021,Qtr 4,May,BU08260601,Dorst
35,Maud,de,Smit,2008,Meisje,2318.5,2018,Qtr 3,November,BU08260102,Dorst
35,Maud,de,Smit,2008,Meisje,285.46,2020,Qtr 4,July,BU08260601,Buitengebied Dorst-Zuid
35,Maud,de,Smit,2008,Meisje,1664.18,2021,Qtr 3,February,BU08260102,Vogelbuurt
35,Maud,de,Smit,2008,Meisje,2153.57,2020,Qtr 3,March,BU08260601,Sterrenbuurt
35,Maud,de,Smit,2008,Meisje,2287.1,2018,Qtr 3,September,BU08261300,Buitengebied Dorst-Zuid
35,Maud,de,Smit,2008,Meisje,1525.82,2019,Qtr 1,December,BU08260300,Sterrenbuurt
35,Maud,de,Smit,2008,Meisje,1141.07,2021,Qtr 4,February,BU08260300,Dorst
36,Finn,van,Backer,2011,Jongen,1709.23,2018,Qtr 2,May,BU08260300,Vogelbuurt
36,Finn,van,Backer,2011,Jongen,1470.22,2018,Qtr 1,November,BU08260102,Slotjes-West
36,Finn,van,Backer,2011,Jongen,2121.31,2021,Qtr 4,March,BU08260102,Dorst
36,Finn,van,Backer,2011,Jongen,2335.75,2021,Qtr 4,August,BU08261300,Sterrenbuurt
36,Finn,van,Backer,2011,Jongen,1958.38,2021,Qtr 4,July,BU08260102,Sterrenbuurt
36,Finn,van,Backer,2011,Jongen,1517.2,2019,Qtr 4,October,BU08260102,Dorst
36,Finn,van,Backer,2011,Jongen,1677.09,2020,Qtr 1,August,BU08260601,Vogelbuurt
36,Finn,van,Backer,2011,Jongen,144.99,2021,Qtr 3,October,BU08261307,Sterrenbuurt
36,Finn,van,Backer,2011,Jongen,2117.21,2021,Qtr 1,February,BU08260300,Buitengebied Dorst-Zuid
36,Finn,van,Backer,2011,Jongen,1992.8,2018,Qtr 1,January,BU08260102,Slotjes-West
36,Finn,van,Backer,2011,Jongen,1012.07,2021,Qtr 1,July,BU08260300,Dorst
36,Finn,van,Backer,2011,Jongen,1830.84,2018,Qtr 4,May,BU08260300,Slotjes-West
36,Finn,van,Backer,2011,Jongen,1441.89,2020,Qtr 1,May,BU08261307,Sterrenbuurt
36,Finn,van,Backer,2011,Jongen,849.85,2021,Qtr 4,June,BU08260102,Buitengebied Dorst-Zuid
36,Finn,van,Backer,2011,Jongen,1064.92,2019,Qtr 1,November,BU08261300,Sterrenbuurt
36,Finn,van,Backer,2011,Jongen,1944.49,2021,Qtr 3,January,BU08261307,Slotjes-West
36,Finn,van,Backer,2011,Jongen,362.85,2019,Qtr 3,February,BU08261300,Sterrenbuurt
36,Finn,van,Backer,2011,Jongen,451.32,2018,Qtr 3,October,BU08261307,Sterrenbuurt
36,Finn,van,Backer,2011,Jongen,1649.92,2020,Qtr 1,February,BU08260102,Dorst
36,Finn,van,Backer,2011,Jongen,2097.55,2018,Qtr 2,July,BU08260601,Slotjes-West
37,Lorena,der,Dekker,2012,Meisje,2245.11,2020,Qtr 4,April,BU08261300,Buitengebied Dorst-Zuid
37,Lorena,der,Dekker,2012,Meisje,1731.75,2019,Qtr 4,June,BU08260300,Vogelbuurt
37,Lorena,der,Dekker,2012,Meisje,2265.78,2021,Qtr 3,May,BU08260601,Sterrenbuurt
37,Lorena,der,Dekker,2012,Meisje,422.66,2020,Qtr 4,June,BU08260102,Slotjes-West
37,Lorena,der,Dekker,2012,Meisje,82.66,2019,Qtr 1,January,BU08261307,Vogelbuurt
37,Lorena,der,Dekker,2012,Meisje,368.4,2019,Qtr 2,August,BU08260300,Slotjes-West
37,Lorena,der,Dekker,2012,Meisje,335.86,2021,Qtr 4,November,BU08260300,Dorst
37,Lorena,der,Dekker,2012,Meisje,165.2,2021,Qtr 1,October,BU08261307,Buitengebied Dorst-Zuid
37,Lorena,der,Dekker,2012,Meisje,611.09,2020,Qtr 3,April,BU08260601,Vogelbuurt
37,Lorena,der,Dekker,2012,Meisje,1762.58,2019,Qtr 2,October,BU08261300,Dorst
37,Lorena,der,Dekker,2012,Meisje,1414.15,2020,Qtr 1,April,BU08261307,Vogelbuurt
37,Lorena,der,Dekker,2012,Meisje,1247.24,2019,Qtr 2,July,BU08260300,Sterrenbuurt
37,Lorena,der,Dekker,2012,Meisje,382.66,2020,Qtr 2,December,BU08260102,Dorst
37,Lorena,der,Dekker,2012,Meisje,1089.3,2019,Qtr 3,November,BU08260102,Sterrenbuurt
37,Lorena,der,Dekker,2012,Meisje,839.08,2021,Qtr 2,November,BU08260102,Dorst
37,Lorena,der,Dekker,2012,Meisje,1196.11,2021,Qtr 4,June,BU08260300,Sterrenbuurt
37,Lorena,der,Dekker,2012,Meisje,1753.14,2018,Qtr 4,December,BU08260300,Slotjes-West
37,Lorena,der,Dekker,2012,Meisje,994.47,2020,Qtr 2,June,BU08261307,Vogelbuurt
37,Lorena,der,Dekker,2012,Meisje,1343.1,2019,Qtr 4,April,BU08260300,Vogelbuurt
37,Lorena,der,Dekker,2012,Meisje,1133.58,2020,Qtr 3,May,BU08260102,Dorst
38,Lotte,de,Hendriksen,2005,Meisje,300.61,2019,Qtr 3,November,BU08260300,Dorst
38,Lotte,de,Hendriksen,2005,Meisje,1983.82,2020,Qtr 3,May,BU08261300,Dorst
38,Lotte,de,Hendriksen,2005,Meisje,570.37,2019,Qtr 1,September,BU08260300,Buitengebied Dorst-Zuid
38,Lotte,de,Hendriksen,2005,Meisje,1303.21,2019,Qtr 4,August,BU08261307,Dorst
38,Lotte,de,Hendriksen,2005,Meisje,2457.27,2020,Qtr 3,December,BU08260300,Slotjes-West
38,Lotte,de,Hendriksen,2005,Meisje,367.28,2021,Qtr 3,March,BU08261307,Sterrenbuurt
38,Lotte,de,Hendriksen,2005,Meisje,1092.41,2019,Qtr 1,March,BU08261300,Slotjes-West
38,Lotte,de,Hendriksen,2005,Meisje,741.11,2019,Qtr 4,November,BU08261307,Slotjes-West
38,Lotte,de,Hendriksen,2005,Meisje,2418.78,2019,Qtr 2,December,BU08260300,Dorst
38,Lotte,de,Hendriksen,2005,Meisje,449.96,2021,Qtr 1,January,BU08260601,Slotjes-West
38,Lotte,de,Hendriksen,2005,Meisje,350.56,2019,Qtr 4,June,BU08260300,Sterrenbuurt
38,Lotte,de,Hendriksen,2005,Meisje,745.02,2018,Qtr 2,February,BU08260300,Dorst
38,Lotte,de,Hendriksen,2005,Meisje,861.19,2019,Qtr 4,March,BU08261300,Sterrenbuurt
38,Lotte,de,Hendriksen,2005,Meisje,1031.7,2020,Qtr 4,December,BU08260102,Slotjes-West
38,Lotte,de,Hendriksen,2005,Meisje,1846.68,2019,Qtr 1,January,BU08260102,Dorst
38,Lotte,de,Hendriksen,2005,Meisje,377.01,2019,Qtr 1,November,BU08261300,Sterrenbuurt
38,Lotte,de,Hendriksen,2005,Meisje,2362.29,2020,Qtr 4,May,BU08261300,Dorst
38,Lotte,de,Hendriksen,2005,Meisje,468.65,2018,Qtr 2,August,BU08261300,Slotjes-West
38,Lotte,de,Hendriksen,2005,Meisje,887.95,2021,Qtr 2,August,BU08261307,Vogelbuurt
38,Lotte,de,Hendriksen,2005,Meisje,474.16,2018,Qtr 4,May,BU08260300,Vogelbuurt
39,Maroua,,Hendriksen,2009,Meisje,963.28,2018,Qtr 4,June,BU08261300,Vogelbuurt
39,Maroua,,Hendriksen,2009,Meisje,1267.09,2019,Qtr 4,April,BU08260300,Slotjes-West
39,Maroua,,Hendriksen,2009,Meisje,2389.22,2018,Qtr 4,June,BU08260102,Buitengebied Dorst-Zuid
39,Maroua,,Hendriksen,2009,Meisje,660.28,2020,Qtr 2,August,BU08261300,Slotjes-West
39,Maroua,,Hendriksen,2009,Meisje,1328.06,2021,Qtr 1,September,BU08260601,Slotjes-West
39,Maroua,,Hendriksen,2009,Meisje,60.15,2020,Qtr 2,June,BU08261300,Vogelbuurt
39,Maroua,,Hendriksen,2009,Meisje,48.96,2020,Qtr 4,May,BU08260300,Sterrenbuurt
39,Maroua,,Hendriksen,2009,Meisje,1920.23,2021,Qtr 1,February,BU08260102,Sterrenbuurt
39,Maroua,,Hendriksen,2009,Meisje,1637.12,2019,Qtr 4,May,BU08260300,Slotjes-West
39,Maroua,,Hendriksen,2009,Meisje,647.83,2019,Qtr 1,April,BU08260601,Sterrenbuurt
39,Maroua,,Hendriksen,2009,Meisje,1381.24,2020,Qtr 1,September,BU08261307,Vogelbuurt
39,Maroua,,Hendriksen,2009,Meisje,1472.56,2021,Qtr 2,February,BU08260300,Buitengebied Dorst-Zuid
39,Maroua,,Hendriksen,2009,Meisje,1153.37,2018,Qtr 1,July,BU08261300,Dorst
39,Maroua,,Hendriksen,2009,Meisje,1633.2,2019,Qtr 3,November,BU08260601,Slotjes-West
39,Maroua,,Hendriksen,2009,Meisje,461.85,2019,Qtr 2,July,BU08261300,Slotjes-West
39,Maroua,,Hendriksen,2009,Meisje,1232.1,2018,Qtr 4,April,BU08260601,Vogelbuurt
39,Maroua,,Hendriksen,2009,Meisje,1127.9,2019,Qtr 1,May,BU08260102,Slotjes-West
39,Maroua,,Hendriksen,2009,Meisje,1983.27,2018,Qtr 2,October,BU08261307,Buitengebied Dorst-Zuid
39,Maroua,,Hendriksen,2009,Meisje,846.93,2019,Qtr 1,October,BU08261307,Dorst
